TransactionID,CustomerID,TransactionAmount,TransactionType,MerchantCategory,CustomerAge,Country,HourOfDay,IsInternational,IsFraud
T039475,9845,59.24871546875493,Online,Grocery,18,CN,23,1,0
T000292,6854,11.4410656219685,ATM,Electronics,33,BR,16,1,0
T016957,6108,31.330732958205736,Online,Luxury,48,CN,17,0,0
T030860,6641,8.447658078809424,POS,Grocery,30,NG,16,0,0
T014073,3834,12.843915386012197,POS,Luxury,62,IN,6,0,0
T021856,4864,18.702608559679582,POS,Travel,48,UK,6,0,0
T022079,6688,34.555182704393296,POS,Gaming,33,IN,8,1,0
T017023,9070,20.30207403585391,POS,Grocery,52,NG,3,0,0
T008739,2793,18.95007827994558,ATM,Luxury,51,CN,11,0,0
T015825,4863,13.73580354853075,ATM,Luxury,70,US,8,0,0
T002741,7142,12.329199684311925,Online,Electronics,46,UK,12,0,0
T018048,2597,9.470352107986129,POS,Grocery,45,BR,11,0,0
T049936,6079,65.54807282399238,POS,Electronics,40,CN,20,0,1
T017372,4370,11.650879427371331,ATM,Electronics,54,CN,13,0,0
T022021,2030,27.014212721627146,Online,Grocery,43,NG,19,0,0
T046364,3127,42.238961421890885,POS,Travel,29,UK,6,1,0
T023537,7640,26.987264933557963,Online,Luxury,40,NG,17,0,0
T045499,3389,13.032624659268098,Online,Travel,29,CN,20,0,0
T040185,8090,18.663898383937333,ATM,Electronics,56,US,23,0,0
T009613,7975,11.748435517331318,POS,Gaming,35,NG,9,0,0
T043281,2846,26.480773308736524,Online,Gaming,22,IN,8,1,0
T037891,7869,23.46690288253811,Online,Travel,50,US,12,0,0
T026178,5350,31.627793349422856,ATM,Gaming,33,CN,14,0,0
T045892,8026,21.777016935849236,Online,Gaming,54,CN,18,0,0
T020933,6545,30.99211894815647,POS,Grocery,24,UK,13,0,0
T040971,8142,31.27953410700006,POS,Gaming,37,NG,15,0,0
T022224,6141,29.361465443752177,ATM,Travel,51,IN,15,0,0
T024381,1151,17.77283174150224,POS,Gaming,40,NG,4,0,0
T034855,4796,5.256560660521942,POS,Gaming,70,CN,12,0,0
T048577,7551,245.39583815912107,POS,Grocery,54,BR,12,0,1
T038536,4371,14.661180405154811,Online,Travel,24,UK,22,0,0
T031755,4018,17.23280383656821,Online,Luxury,60,US,16,0,0
T007753,3990,11.72540959323202,POS,Gaming,38,CN,0,0,0
T046638,4880,18.966034493024903,ATM,Luxury,38,US,1,0,0
T043834,8009,76.67942607225056,POS,Electronics,61,NG,7,0,0
T026235,3516,18.134153224819897,Online,Luxury,27,CA,4,0,0
T044229,2015,26.139596782605647,POS,Electronics,49,UK,15,0,0
T049596,3068,1114.0307471329215,POS,Gaming,57,CA,22,0,1
T018552,4464,28.564877508778793,Online,Electronics,33,US,6,0,0
T043136,8639,10.782189515632558,POS,Grocery,22,NG,7,0,0
T036672,8452,13.545594444488449,Online,Luxury,65,UK,18,0,0
T043649,8151,12.088586912708504,POS,Grocery,49,IN,15,0,0
T003940,2630,34.09602948510553,POS,Grocery,66,IN,5,0,0
T031496,8210,25.351914598300816,POS,Travel,27,CN,7,0,0
T026593,2415,14.169960230217175,Online,Travel,36,NG,13,0,0
T023921,8597,30.378140292060085,Online,Electronics,74,NG,20,0,0
T026402,1797,19.482114363262536,ATM,Gaming,58,BR,6,0,0
T045942,9047,11.761070712373114,POS,Luxury,44,CA,21,0,0
T048525,5048,17.084152721369264,POS,Grocery,38,UK,10,0,1
T018315,1948,11.916896759710617,POS,Electronics,24,UK,20,0,0
T036893,3495,10.07693762821816,Online,Grocery,38,CA,20,0,0
T026695,9883,8.476576470122561,Online,Travel,34,NG,1,0,0
T042127,6177,28.83575534363639,Online,Gaming,73,BR,1,0,0
T014170,5731,10.969119371909049,Online,Luxury,39,BR,4,0,0
T003732,3828,32.58402797358429,Online,Electronics,72,CA,16,0,0
T007881,9978,100.63138843162913,POS,Luxury,50,CA,7,0,0
T006016,8160,21.437290498896125,POS,Luxury,39,CA,4,0,0
T023029,6974,18.33869602670094,POS,Gaming,18,CN,23,1,0
T035473,8207,11.527963120147845,Online,Electronics,42,NG,22,0,0
T049685,6150,284.5840354406223,ATM,Travel,29,CN,4,0,1
T004817,3936,37.0546274737727,POS,Gaming,35,CA,6,0,0
T041693,6427,35.3999314005712,ATM,Luxury,36,US,9,0,0
T012007,8881,16.305563231309353,Online,Electronics,54,BR,18,0,0
T041327,7445,30.76130007078184,ATM,Luxury,35,CN,18,0,0
T009506,1292,24.33960600869084,POS,Grocery,19,BR,19,0,0
T044798,6498,18.323250855440605,POS,Electronics,24,BR,18,0,0
T034062,7432,9.417732486438622,POS,Travel,35,IN,16,0,0
T027474,3832,15.047715435487568,Online,Gaming,27,UK,20,0,0
T031143,6128,6.618506492322629,Online,Electronics,53,IN,18,0,0
T021235,2438,6.912960191156803,POS,Gaming,18,BR,17,0,0
T001390,4598,23.029831824181894,POS,Grocery,60,UK,2,0,0
T038249,5930,23.78845386133582,Online,Grocery,43,CA,14,0,0
T037624,3748,41.47704107986655,POS,Grocery,50,NG,11,0,0
T042028,6162,6.4918938136791215,POS,Gaming,18,CA,21,0,0
T020834,2642,42.74602813695342,POS,Travel,49,US,21,0,0
T014757,4156,17.796277023585446,POS,Gaming,31,CA,12,0,0
T026396,5571,26.11373779971223,ATM,Luxury,19,CA,3,0,0
T006808,5763,12.725889652879799,Online,Travel,74,BR,21,0,0
T009225,9283,16.00198916486676,Online,Luxury,37,CN,4,0,0
T048394,4260,266.5880489294083,Online,Grocery,69,US,0,1,1
T005395,4504,16.298630924837546,ATM,Grocery,26,CA,15,0,0
T006943,1064,14.653542185668663,POS,Gaming,46,CN,22,0,0
T023870,1807,6.813019624316284,POS,Luxury,23,IN,5,0,0
T032492,1995,24.764699235675362,POS,Travel,44,US,20,0,0
T036345,1958,17.473737015457328,POS,Grocery,29,CN,11,0,0
T010755,3446,31.451010377336168,Online,Electronics,58,IN,12,0,0
T012301,1991,32.37997936720852,Online,Travel,32,CA,6,0,0
T048386,1872,262.6393979153181,POS,Travel,22,IN,1,0,1
T042745,6832,27.152903804954292,Online,Electronics,40,BR,7,0,0
T029089,6305,34.51384525734539,ATM,Luxury,24,UK,20,0,0
T044712,9970,9.98700360476008,Online,Grocery,71,US,3,0,0
T014343,7452,16.373833693937595,Online,Travel,40,US,21,0,0
T038172,6237,33.674900811574005,POS,Electronics,57,IN,21,0,0
T005071,5661,17.220082530475892,POS,Luxury,49,BR,11,1,0
T024121,3572,23.455868651032873,POS,Electronics,67,NG,23,0,0
T048809,8893,264.98520764059646,POS,Electronics,21,NG,23,0,1
T017820,2977,55.30794737917023,POS,Gaming,19,CA,5,0,0
T001122,8674,9.465930540396045,Online,Luxury,63,NG,1,0,0
T011264,2459,25.84344872264358,POS,Luxury,51,NG,5,0,0
T030579,2740,73.56946128079461,Online,Luxury,29,NG,2,0,0
T045464,8101,42.56902429732621,POS,Luxury,53,CN,4,0,0
T048216,4103,44.13959646767338,POS,Gaming,23,UK,16,0,1
T043044,1348,17.930780629974063,Online,Gaming,67,CN,0,0,0
T015656,3369,24.782747531552733,POS,Travel,26,CA,23,0,0
T001900,9648,14.126987735003278,Online,Luxury,20,BR,4,0,0
T000147,4748,28.172920397185152,Online,Travel,51,UK,20,0,0
T029642,1345,9.684256692599662,Online,Travel,57,NG,3,0,0
T003211,7579,21.51576096229939,POS,Grocery,48,CN,4,0,0
T043850,7458,28.459990158726043,POS,Gaming,58,IN,5,0,0
T002354,3990,9.535956788317144,Online,Electronics,20,CA,16,0,0
T031520,9541,16.19149982678923,POS,Luxury,52,US,13,1,0
T042583,8350,23.39220436058369,Online,Travel,31,CA,20,0,0
T043337,3706,9.755279991546555,POS,Grocery,57,IN,8,1,0
T045284,2318,18.63297033688105,Online,Electronics,42,CA,3,0,0
T046956,5811,28.10271172689855,POS,Luxury,56,CN,6,0,0
T048790,1233,304.7430054180079,POS,Travel,69,BR,1,0,1
T036585,2785,12.961184113344034,POS,Luxury,66,CA,20,0,0
T010465,6423,15.886102984688526,POS,Electronics,33,US,4,0,0
T007821,1108,20.656280442910585,Online,Travel,62,IN,14,0,0
T007205,8140,22.904204242993195,POS,Gaming,49,CA,5,0,0
T006413,6317,59.01164657379377,POS,Gaming,60,CA,0,0,0
T034046,3377,33.05819871577563,ATM,Grocery,22,CN,0,0,0
T012728,8393,28.04308637601793,POS,Electronics,66,NG,4,0,0
T006925,2831,56.6968642910741,POS,Travel,34,UK,14,0,0
T027995,5014,12.997302737317822,POS,Travel,44,IN,0,1,0
T037612,9250,18.215143978240576,Online,Electronics,47,CN,1,0,0
T039483,5119,14.639059001329693,POS,Luxury,37,CA,20,0,0
T003016,7599,22.366632582604552,Online,Travel,23,IN,21,0,0
T001640,1574,25.178584721840743,POS,Grocery,58,NG,2,0,0
T008883,2377,34.34153836796139,POS,Gaming,34,NG,1,0,0
T037601,4577,30.747691520249813,Online,Grocery,41,UK,22,0,0
T012969,1861,33.18932247481549,POS,Grocery,20,BR,20,0,0
T023463,9511,16.513678924946177,POS,Gaming,29,NG,15,0,0
T015757,1837,27.107124755816688,Online,Travel,24,NG,19,0,0
T044076,9468,21.27483636486784,Online,Gaming,48,NG,12,0,0
T004086,7653,17.301345824810255,POS,Gaming,47,US,0,0,0
T000508,7938,8.444992696286317,Online,Electronics,71,CN,18,0,0
T006354,4932,10.493312065454052,POS,Luxury,21,NG,6,0,0
T029644,9516,28.350039219012125,Online,Luxury,27,BR,7,0,0
T020815,7327,17.4085870368335,Online,Grocery,35,IN,21,0,0
T006234,3251,30.561237468861474,POS,Luxury,46,NG,5,0,0
T031989,9110,31.57573028723528,POS,Grocery,44,BR,3,0,0
T012995,6905,34.067958181279664,Online,Electronics,30,IN,0,0,0
T042501,8328,24.412299379428802,Online,Travel,62,NG,8,0,0
T038920,2418,9.591781639136975,POS,Gaming,39,BR,16,0,0
T000262,1225,42.020485949849096,POS,Gaming,32,BR,14,0,0
T007891,5803,21.48215702824428,POS,Grocery,41,UK,17,0,0
T010527,8360,19.318507415013602,Online,Travel,44,US,2,0,0
T018600,8809,26.33784665781942,POS,Luxury,60,NG,15,0,0
T024114,4534,39.28755925246289,ATM,Grocery,44,CN,17,0,0
T033498,2329,17.40135759899564,Online,Electronics,52,CA,22,0,0
T013471,2767,32.90665727108918,POS,Grocery,49,CA,11,0,0
T031725,1280,17.892631284282903,POS,Luxury,51,UK,11,0,0
T023690,3287,9.512743172235405,POS,Grocery,72,IN,12,1,0
T010557,8429,13.721015512863659,POS,Gaming,58,NG,15,0,0
T006556,9547,15.657955898006803,POS,Gaming,33,CA,16,0,0
T045577,7316,10.74982433676565,POS,Grocery,52,UK,14,0,0
T041503,5996,11.871267830436743,POS,Travel,73,IN,22,1,0
T027872,5311,18.734927569187995,Online,Travel,18,CA,2,0,0
T010810,6623,9.96774183670106,POS,Travel,56,UK,23,0,0
T038214,4347,14.941880333011527,POS,Gaming,34,CN,7,0,0
T011730,1100,35.093754953899165,POS,Electronics,30,NG,8,0,0
T027438,2326,27.501985845669466,Online,Travel,64,US,13,0,0
T021779,4677,7.601922806567221,POS,Electronics,67,US,8,0,0
T034079,5677,20.332867326061788,Online,Gaming,20,BR,3,1,0
T022915,3132,30.40848733181662,Online,Electronics,59,US,8,0,0
T008085,6546,30.006512935793133,POS,Electronics,52,US,9,0,0
T043467,3460,19.216299921299132,POS,Gaming,48,NG,17,0,0
T014709,4528,19.796908291360698,Online,Travel,67,NG,17,0,0
T015466,1724,39.1383597426624,POS,Luxury,35,CN,10,0,0
T037172,8691,8.477137121576881,POS,Electronics,51,BR,22,0,0
T028748,4466,31.053890723236506,POS,Travel,62,CN,11,0,0
T003104,8432,14.85185094708201,ATM,Electronics,74,CA,14,0,0
T000708,1523,10.122124003638193,Online,Travel,67,US,17,0,0
T038385,5642,10.823623481708964,POS,Grocery,71,NG,19,0,0
T023444,1662,10.794932867502043,POS,Luxury,66,CN,10,0,0
T026510,3653,40.642987256384664,Online,Gaming,58,BR,6,0,0
T008466,7131,20.14266310255214,Online,Gaming,32,CA,23,0,0
T006230,9828,40.635587300364236,POS,Grocery,64,BR,18,0,0
T046358,7467,15.618205049130633,Online,Luxury,24,NG,19,1,0
T039357,3232,15.012414037195354,ATM,Electronics,32,UK,19,0,0
T016386,3203,36.68881221128886,POS,Grocery,51,CN,4,0,0
T034165,1246,7.816236182824605,Online,Grocery,30,CA,14,0,0
T004168,6558,34.93676560212051,Online,Travel,32,UK,20,0,0
T005803,7349,24.718750422197935,Online,Grocery,69,CN,6,0,0
T012753,5533,13.559746172454368,POS,Travel,39,US,21,0,0
T002189,1685,13.432457584140172,Online,Grocery,38,UK,0,0,0
T012187,5288,18.73010328026932,Online,Grocery,42,IN,0,0,0
T031727,4550,17.22863804139218,POS,Electronics,64,NG,2,0,0
T019245,6564,15.21321195532987,POS,Grocery,39,IN,22,0,0
T037866,5557,15.10118392235845,POS,Electronics,32,IN,3,0,0
T043514,8015,10.630515793211046,POS,Gaming,69,UK,15,0,0
T008718,6261,16.705067694112458,POS,Luxury,66,BR,14,0,0
T028824,3256,16.418556625521635,POS,Gaming,38,UK,5,0,0
T024468,3713,28.01620242543087,Online,Grocery,40,CA,10,0,0
T048252,8507,481.58672098398387,POS,Grocery,66,CN,5,0,1
T007201,7861,48.333252925873595,POS,Travel,24,IN,6,0,0
T009282,7103,33.95008087522352,Online,Grocery,19,US,9,0,0
T026820,3802,29.979229395047355,POS,Luxury,37,CN,5,0,0
T027373,4472,16.911534072064416,Online,Grocery,28,UK,12,0,0
T022492,7727,29.047382169379347,Online,Grocery,66,UK,6,0,0
T045637,6842,13.343528302828366,Online,Travel,61,IN,7,0,0
T045879,6967,13.628239957222405,POS,Grocery,32,CN,17,0,0
T029339,5697,19.36074134390618,POS,Electronics,40,BR,3,0,0
T046547,6623,15.309207500991304,POS,Grocery,36,BR,8,0,0
T010803,6110,9.702402916328634,Online,Grocery,36,CA,16,0,0
T020964,9629,15.999238968910346,POS,Travel,68,IN,20,0,0
T030032,1542,30.214521684164577,Online,Gaming,26,US,2,0,0
T005222,2867,25.32998862428801,POS,Gaming,70,IN,8,0,0
T000659,2331,9.179194523304151,POS,Electronics,34,BR,4,0,0
T033245,3847,28.848209715422605,Online,Gaming,37,NG,9,0,0
T005865,1551,10.856435247528285,POS,Grocery,26,UK,4,0,0
T048871,5630,110.2132223828553,POS,Luxury,54,NG,0,0,1
T022985,1876,14.183337236232221,Online,Luxury,18,NG,19,0,0
T028880,9892,24.110733109599995,POS,Gaming,51,CN,2,0,0
T047087,8963,22.007288940307767,POS,Gaming,54,NG,10,0,0
T026527,5138,11.556232656137333,POS,Grocery,44,CA,1,0,0
T009647,2415,24.8323118750065,POS,Electronics,38,BR,7,0,0
T049545,6140,96.45832867469134,ATM,Gaming,43,US,18,0,1
T032374,3990,29.211711657843548,POS,Travel,53,UK,18,0,0
T026158,8636,28.181401284134868,POS,Gaming,46,BR,7,0,0
T011711,4090,13.48238634056265,POS,Luxury,46,BR,12,0,0
T027238,6138,19.427692409555366,Online,Grocery,64,IN,1,0,0
T018353,9272,41.28910764671239,POS,Luxury,54,CA,6,0,0
T049514,5616,56.701741900122784,Online,Travel,28,CA,2,0,1
T021724,9663,57.68771193045195,Online,Luxury,65,CN,7,0,0
T025924,1612,18.16791137693775,POS,Grocery,47,US,23,0,0
T041389,3097,16.879425401692906,POS,Luxury,65,UK,9,0,0
T004772,9671,47.135274787423576,POS,Travel,71,UK,8,0,0
T035204,5323,20.804049279261648,Online,Gaming,24,IN,6,0,0
T027878,2685,9.463740955952575,Online,Electronics,73,IN,21,0,0
T005874,7102,16.4373134781272,Online,Electronics,43,NG,8,0,0
T017804,6528,13.216705282395369,POS,Gaming,46,US,2,0,0
T034223,4162,12.091832126227306,POS,Electronics,56,US,12,1,0
T007841,2800,21.374034080507034,Online,Grocery,38,UK,11,0,0
T015922,4754,22.991696484325658,POS,Luxury,26,IN,22,0,0
